NAME,NICKNAME,DIVISION,GENRE,WIN,LOSSES,DRAWS,Actif,ÂGE,LA TAILLE,POIDS,DÉBUT DE L'OCTOGONE,Title_holder,PERMANENT,CLINCH,SOL,KO/TKO,DEC,SUB,sig_str_head,sig_str_body,sig_str_leg,PRÉCISION SAISISSANTE,PRÉCISION DE TAKEDOWN,SIG. STR. A ATTERRI,SIG. FRAPPES ENCAISSÉES,TAKEDOWN AVG,ENVOI AVG,SIG. STR.DÉFENSE,DÉFENSE DE DÉMOLITION,KNOCKDOWN AVG,TEMPS DE COMBAT MOYEN,img_cbt,STYLE DE COMBAT,REACH,PORTÉE DE LA JAMBE,Style de combat,DOB
OLAF ALFONSO,,Welterweight Division,Male,8.0,12.0,0.0,False,48.0,74.0,170.0,"DEC. 20, 2024",False,8.0,7.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,0.38,0.07,1.65,5.76,0.37,0.7,0.53,0.22,0.0,776.0,NO,,,,Orthodox,"Aug 06, 1974"
BILL ALGEO,"""SENOR PERFECTO""",Featherweight Division,Male,18.0,9.0,0.0,True,35.0,72.0,160.5,"AUG. 29, 2020",False,628.0,80.0,63.0,4.0,6.0,7.0,454.0,179.0,138.0,0.52,0.5,5.88,4.38,1.03,0.11,0.47,0.55,0.23,715.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/ALGEO_BILL_L_03-30.png?itok=jdS-1KFF,,73.0,40.0,Switch,"Jun 09, 1989"
ROYCE ALGER,,Middleweight Division,Male,3.0,2.0,0.0,False,,70.0,199.0,"MAY. 30, 1997",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,Orthodox,
ABDUL RAZAK ALHASSAN,,Middleweight Division,Male,12.0,6.0,0.0,True,39.0,70.0,203.0,"NOV. 19, 2016",False,212.0,48.0,48.0,12.0,0.0,0.0,242.0,32.0,34.0,0.5,0.38,3.62,3.97,0.88,0.2,0.56,0.52,1.76,365.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/ALHASSAN_ABDUL_L_10-12.png?itok=wUBF9-Hu,JUDO,73.0,39.0,Orthodox,"Aug 11, 1985"
AMIR ALIAKBARI,,Heavyweight Division,Male,10.0,1.0,0.0,False,39.0,75.0,250.0,"DEC. 20, 2024",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,,"Jun 10, 1984"
SULTAN ALIEV,,Welterweight Division,Male,18.0,3.0,0.0,False,38.0,71.0,170.0,"JAN. 24, 2015",False,37.0,13.0,10.0,10.0,4.0,0.0,51.0,7.0,2.0,0.53,0.4,5.19,3.33,1.76,0.3,0.57,1.0,0.0,641.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-04/ALIEV_SULTAN_L.png?VersionId=Jhe1yv6BwPs3HNt_BkPn8KmK0YcURYuW&itok=k6UUB_7Z,,74.5,40.0,Orthodox,"Jan 19, 1990"
NURULLO ALIEV,"""TAJIK EAGLE """,Lightweight Division,Male,9.0,0.0,0.0,True,22.0,70.0,155.0,"FEB. 25, 2023",False,2.0,0.0,47.0,2.0,6.0,0.0,44.0,4.0,1.0,0.51,0.44,2.5,0.46,3.06,0.0,0.59,0.0,0.0,588.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/ALIEV_NURULLO_L_02-25.png?itok=FhpWG4Ph,FREESTYLE,72.0,38.0,Orthodox,"Dec 08, 2000"
IKRAM ALISKEROV,,Middleweight Division,Male,15.0,2.0,0.0,True,31.0,72.0,198.5,"MAY. 6, 2023",False,56.0,2.0,0.0,6.0,4.0,5.0,37.0,19.0,2.0,0.6,0.33,7.03,7.27,1.82,1.82,0.36,0.0,3.64,124.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/ALISKEROV_IKRAM_L_10-21.png?itok=NGKwgd_y,SAMBO,76.0,40.0,Southpaw,"Dec 07, 1992"
LEON ALIU,,Middleweight Division,Male,10.0,2.0,0.0,True,33.0,72.0,186.0,"DEC. 20, 2024",False,7.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.5,0.0,6.32,10.11,0.0,0.0,0.38,0.0,0.0,95.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/ALIU_LEON_L.png?itok=gf3zpTBG,,74.0,,Orthodox,"Jul 14, 1989"
JOHN ALLAN,,Light Heavyweight Division,Male,13.0,7.0,0.0,False,30.0,73.0,205.0,"DEC. 20, 2024",False,163.0,13.0,15.0,9.0,1.0,3.0,117.0,34.0,40.0,0.43,0.71,3.56,5.74,1.4,0.84,0.52,0.5,0.0,805.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-11/69719%252Fprofile-galery%252Ffullbodyleft-picture%252FALLAN_JOHN_L_11-06.png?itok=Gli1O23T,,75.0,42.5,Orthodox,"Feb 22, 1993"
BRENDAN ALLEN,"""ALL IN""",Middleweight Division,Male,24.0,6.0,0.0,True,28.0,74.0,186.0,"OCT. 18, 2019",False,466.0,45.0,101.0,5.0,5.0,14.0,383.0,141.0,88.0,0.54,0.66,7.6,5.87,2.0,1.3,0.53,1.0,0.37,605.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ALLEN_BRENDAN_L_04-06.png?itok=7BIhOU1_,MMA,75.0,42.0,Southpaw,"Aug 10, 1992"
ARNOLD ALLEN,"""ALMIGHTY""",Featherweight Division,Male,20.0,3.0,0.0,True,30.0,72.0,155.0,"JUN. 20, 2015",False,549.0,27.0,35.0,7.0,9.0,4.0,444.0,121.0,46.0,0.51,0.66,7.6,5.87,2.0,0.34,0.62,1.0,0.25,817.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ALLEN_ARNOLD_L_07-27.png?itok=NQVXeF56,MMA,75.0,39.0,Southpaw,"Aug 10, 1992"
BENNY ALLOWAY,"""BLANCO""",Welterweight Division,Male,18.0,8.0,0.0,False,42.0,71.0,170.0,"DEC. 16, 2012",False,20.0,5.0,6.0,6.0,3.0,4.0,18.0,8.0,5.0,0.49,0.5,1.28,1.9,0.62,0.0,0.59,0.27,0.62,485.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/ca0cfe45-c588-4b90-b922-38c93d2c9a4a%252Fben-alloway_290154_RightFullBodyImage.png?itok=Vn6Lpxzx,,76.0,,Orthodox,"Feb 19, 1981"
ASU ALMABAYEV,"""ZULFIKAR""",Flyweight Division,Male,21.0,2.0,0.0,True,30.0,64.0,125.5,"AUG. 5, 2023",False,53.0,14.0,45.0,3.0,9.0,9.0,58.0,25.0,29.0,0.56,0.5,2.11,1.02,5.08,1.7,0.6,0.5,0.28,798.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/9/ALMABAYEV_ASU_L_06-15.png?itok=djHSf7_n,,65.0,36.0,Orthodox,"Jan 25, 1994"
BEKZAT ALMAKHAN,"""THE TURAN WARRIOR""",Bantamweight Division,Male,11.0,2.0,0.0,True,26.0,67.0,136.0,"MAR. 2, 2024",False,3.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,0.0,0.19,0.0,0.2,4.53,0.0,0.0,0.31,0.0,1.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/ALMAKHAN_BEZKAT_L_03-02.png?itok=6sM1csMt,KARATE,68.0,38.0,Orthodox,"Oct 08, 1997"
THOMAS ALMEIDA,"""THOMINHAS""",Bantamweight Division,Male,22.0,5.0,0.0,False,31.0,72.0,155.0,"NOV. 9, 2014",False,388.0,45.0,2.0,17.0,1.0,4.0,261.0,80.0,94.0,0.44,0.14,4.84,4.93,0.17,5.0,0.62,0.76,0.5,540.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-10/69367%252Fprofile-galery%252Ffullbodyleft-picture%252FALMEIDA_THOMAS_L_10-17.png?itok=x3-TKgAJ,MUAY THAI,70.0,38.5,,"Jun 06, 1985"
ERICKA ALMEIDA,,Women's Strawweight Division,Female,7.0,2.0,0.0,False,34.0,73.0,185.0,"MAY. 30, 2015",False,16.0,13.0,3.0,1.0,2.0,6.0,23.0,7.0,2.0,0.57,0.33,4.12,3.33,0.5,0.3,0.47,0.57,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-03/ericka-almeida_532043_LeftFullBodyImage.png?VersionId=hVSSibP5p25TjOjsfrTBP.bcOJ3t77up&itok=lI7o6gP6,,74.0,38.0,Orthodox,"Mar 28, 1988"
RICARDO ALMEIDA,"""BIG DOG""",Welterweight Division,Male,13.0,4.0,0.0,False,46.0,73.0,185.0,"MAY. 4, 2001",False,,,,1.0,2.0,0.0,,,,0.57,0.0,4.12,2.18,0.0,0.3,0.47,0.57,,,NO,,74.0,,Orthodox,"Mar 28, 1988"
LUCAS ALMEIDA,,Featherweight Division,Male,15.0,3.0,0.0,False,33.0,73.0,185.0,"JUN. 4, 2022",False,220.0,9.0,24.0,9.0,2.0,5.0,133.0,48.0,72.0,0.57,0.0,4.94,4.92,0.0,0.3,0.47,0.57,0.88,615.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/ALMEIDA_LUCAS_L_06-17.png?itok=A5_-qla2,STRIKER,74.0,41.0,Orthodox,"Mar 28, 1988"
ESTEFANI ALMEIDA,,Women's Flyweight Division,Female,7.0,3.0,0.0,True,34.0,66.0,126.0,"DEC. 20, 2024",False,46.0,1.0,0.0,0.0,0.0,0.0,22.0,13.0,12.0,0.39,0.33,3.13,6.07,0.5,0.0,0.43,0.37,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Fighter_fullLength_Shadow-woman-blue.png?VersionId=SaZSiHq6Es28JDi9_jfSTmRNG4l_XkBS&itok=DWjj5ONS,,,,Orthodox,"Mar 05, 1989"
CESAR ALMEIDA,"""CESINHA""",Middleweight Division,Male,6.0,1.0,0.0,True,36.0,73.0,203.6,"APR. 6, 2024",False,117.0,35.0,63.0,4.0,2.0,0.0,113.0,63.0,39.0,0.58,0.0,4.12,2.18,0.0,0.3,0.48,0.58,0.0,783.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/ALMEIDA_CESAR_L_10-05.png?itok=BM-q4mn1,STRIKER,74.0,43.0,Orthodox,"Mar 28, 1988"
JAILTON ALMEIDA,"""MALHADINHO""",Heavyweight Division,Male,21.0,3.0,0.0,True,33.0,75.0,241.0,"NOV. 13, 2021",False,11.0,3.0,142.0,7.0,1.0,13.0,144.0,9.0,3.0,0.64,0.59,4.94,4.92,6.85,2.6,0.46,0.75,0.0,423.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ALMEIDA_JAILTON_L_06-01.png?itok=ZitrJRe1,BOXING,79.0,43.5,Orthodox,"Jan 31, 1991"
SARAH ALPAR,"""TOO SWEET""",Women's Flyweight Division,Female,9.0,6.0,0.0,False,32.0,64.0,135.0,"MAY. 2, 2020",False,79.0,9.0,0.0,2.0,5.0,2.0,44.0,21.0,23.0,0.44,0.27,2.36,6.06,1.61,0.4,0.38,0.2,0.0,745.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/71473/profile-galery/fullbodyleft-picture/ALPAR_SARAH_L_09-19.png?itok=bxhnNiNw,FREESTYLE,63.0,34.0,Southpaw,"Jun 01, 1991"
VICTOR ALTAMIRANO,"""EL MAGNIFICO""",Flyweight Division,Male,12.0,5.0,0.0,False,33.0,70.0,170.0,"FEB. 26, 2022",False,325.0,47.0,57.0,2.0,6.0,4.0,198.0,163.0,68.0,0.53,0.38,4.58,3.82,2.88,0.0,0.53,0.63,0.16,803.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/ALTAMIRANO_VICTOR_L_02-24.png?itok=XwgliCVJ,STRIKER,70.0,39.0,,
PATRICIA ALUJAS,,Women's Strawweight Division,Female,9.0,3.0,0.0,True,26.0,64.0,115.0,"DEC. 20, 2024",False,53.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,9.0,0.32,0.0,5.83,9.25,0.0,0.0,0.45,0.0,0.0,545.0,NO,,64.0,,Orthodox,"May 08, 1996"
EDDIE ALVAREZ,"""THE UNDERGROUND KING""",Lightweight Division,Male,29.0,6.0,0.0,False,39.0,69.0,155.0,"SEP. 27, 2014",False,385.0,102.0,69.0,18.0,6.0,7.0,370.0,130.0,56.0,0.41,0.37,4.32,4.39,2.92,0.5,0.56,0.93,0.47,593.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67873/profile-galery/fullbodyleft-picture/eddie-alvarez_498601_LeftFullBodyImage.png?itok=SEiwPFxf,,69.0,40.5,Orthodox,"Jan 11, 1984"
JAIME ALVAREZ,,Flyweight Division,Male,22.0,3.0,0.0,True,35.0,75.0,155.0,"AUG. 15, 2017",False,26.0,0.0,15.0,4.0,2.0,3.0,24.0,6.0,11.0,0.53,0.33,4.51,4.53,1.0,1.2,0.57,0.5,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/b0abf801-526d-462e-9ba0-63f9c6067a01%252FJamie-Alvarez_635980_LeftFullBodyImage.png?itok=UZ0Sg0xs,,77.0,,Orthodox,"Mar 02, 1993"
SEAN ALVAREZ,,Heavyweight Division,Male,4.0,3.0,0.0,False,51.0,72.0,235.0,"APR. 25, 2003",False,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.38,0.0,0.89,3.25,0.0,0.0,0.48,0.0,0.0,406.0,NO,,,,Orthodox,"Jul 14, 1971"
JOEL ÁLVAREZ,"""EL FENOMENO""",Lightweight Division,Male,22.0,3.0,0.0,True,31.0,75.0,156.0,"FEB. 23, 2019",False,223.0,44.0,20.0,5.0,0.0,17.0,184.0,63.0,40.0,0.54,0.0,4.51,3.32,0.0,1.2,0.51,0.4,0.24,424.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-12/ALVAREZ_JOEL_L_12-14.png?itok=lSbPpTKp,STRIKER,77.0,42.0,Orthodox,"Mar 02, 1993"
RAFAEL ALVES,"""THE TURN""",Lightweight Division,Male,20.0,12.0,0.0,False,32.0,68.0,155.0,"FEB. 20, 2021",False,87.0,3.0,5.0,7.0,5.0,8.0,55.0,22.0,18.0,0.49,0.25,1.85,3.3,0.29,1.5,0.58,0.44,0.29,615.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/ALVES_RAFAEL_L_02-25.png?itok=MIeQCvO8,MMA,68.0,38.0,Orthodox,"Nov 14, 1990"
WARLLEY ALVES,,Middleweight Division,Male,20.0,12.0,0.0,False,33.0,71.0,185.0,"MAY. 31, 2014",False,379.0,71.0,35.0,4.0,4.0,7.0,268.0,111.0,106.0,0.48,0.5,3.04,3.95,1.22,1.5,0.58,0.63,0.28,597.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-01/ALVES_WARLLEY_L_01-19.png?itok=a_bGIUZf,KICKBOXER,72.0,42.0,Orthodox,"Nov 14, 1990"
THIAGO ALVES,"""PIT BULL""",Welterweight Division,Male,28.0,15.0,0.0,False,39.0,69.0,171.0,"OCT. 3, 2005",False,,,,8.0,6.0,1.0,,,,0.41,0.6,3.73,3.42,0.71,0.3,0.62,0.63,,,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-01/ALVES_THIAGO_L.png?VersionId=_iXg0Zp.wNih3AwI7LIRzu9dvtBESmRn&itok=bpPsB6RG,,70.0,37.5,Orthodox,"Oct 03, 1983"
SAM ALVEY,"""SMILE'N""",Middleweight Division,Male,33.0,18.0,1.0,False,37.0,74.0,186.0,"AUG. 16, 2014",False,576.0,152.0,30.0,19.0,11.0,3.0,511.0,116.0,131.0,0.45,0.14,3.28,3.63,0.06,0.1,0.53,0.82,0.45,578.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/ALVEY_SAM_L_08-06.png?itok=tDrUFHnP,MMA,75.5,42.0,Southpaw,"May 06, 1986"
ADLAN AMAGOV,"""BORZ""",Welterweight Division,Male,14.0,2.0,1.0,False,36.0,74.0,171.0,"JAN. 8, 2012",False,37.0,15.0,24.0,8.0,5.0,0.0,35.0,15.0,26.0,0.48,0.56,3.29,0.82,5.84,0.0,0.79,1.0,1.3,381.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67151/profile-galery/fullbodyleft-picture/Adlan-Amagov_242025_LeftFullBodyImage.png?VersionId=K9XOpIQD6YOiC_x6vRThCH756JI2QeXT&itok=pvlJuEPs,,76.0,,Orthodox,"Oct 30, 1986"
ALEN AMEDOVSKI,,Middleweight Division,Male,8.0,4.0,0.0,False,35.0,70.0,185.5,"APR. 20, 2019",False,17.0,0.0,3.0,8.0,0.0,0.0,13.0,2.0,5.0,0.3,0.0,0.99,3.85,0.0,0.0,0.46,0.0,0.0,304.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/67201%252Fprofile-galery%252Ffullbodyleft-picture%252FAMEDOVSKI_ALEN_L_07-10.png?itok=youU6I2T,MMA,74.0,41.5,Orthodox,"Apr 06, 1988"
HYDER AMIL,"""THE HURRICANE""",Featherweight Division,Male,10.0,0.0,0.0,True,34.0,69.0,160.0,"FEB. 10, 2024",False,112.0,11.0,24.0,6.0,3.0,1.0,108.0,28.0,11.0,0.57,0.33,6.31,2.23,0.64,1.93,0.62,0.78,0.64,466.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-07/AMIL_HYDER_L_02-10.png?itok=Wo3n2rau,MMA,70.0,39.0,Switch,"May 28, 1990"
MAKWAN AMIRKHANI,"""MR. FINLAND""",Featherweight Division,Male,17.0,9.0,0.0,False,34.0,70.0,146.0,"JAN. 24, 2015",False,110.0,4.0,57.0,1.0,4.0,12.0,147.0,17.0,7.0,0.44,0.43,1.33,2.98,3.96,1.1,0.46,0.36,0.12,552.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-07/aeac1376-60de-48f9-983f-c13d3d58d52e%252FAMIRKHANI_MAKWAN_L_03-19.png?itok=0RttlM_e,WRESTLING,72.0,41.0,Southpaw,"Nov 08, 1988"
JAQUELINE AMORIM,,Women's Strawweight Division,Female,9.0,1.0,0.0,True,29.0,63.0,115.5,"APR. 8, 2023",False,20.0,0.0,83.0,2.0,0.0,7.0,90.0,12.0,1.0,0.53,0.29,3.05,1.72,1.78,5.33,0.63,0.0,0.0,507.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-09/AMORIM_JAQUELINE_L_09-07.png?itok=f7lERpof,BRAZILIAN JIU-JITSU,68.0,38.0,Orthodox,"Jun 24, 1995"
ERYK ANDERS,"""YA BOI""",Middleweight Division,Male,17.0,8.0,0.0,True,37.0,73.0,193.0,"JUL. 23, 2017",False,431.0,186.0,160.0,10.0,6.0,1.0,543.0,193.0,41.0,0.48,0.25,3.54,4.05,1.71,0.1,0.51,0.8,0.48,731.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/ANDERS_ERYK_L_03-02.png?itok=nO-JsiYR,MMA,75.0,43.5,Southpaw,"Apr 21, 1987"
MATT ANDERSEN,,,Male,14.0,8.0,1.0,False,52.0,74.0,230.0,"MAY. 17, 1996",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,NO,,,,Southpaw,"May 29, 1971"
COREY ANDERSON,"""OVERTIME""",Light Heavyweight Division,Male,14.0,5.0,0.0,False,33.0,75.0,205.0,"JUL. 6, 2014",False,423.0,116.0,182.0,5.0,9.0,0.0,561.0,105.0,55.0,0.46,0.5,4.43,2.22,4.89,0.0,0.59,0.83,0.09,651.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-02/ANDERSON_COREY_L.png?VersionId=.CDYKJ1oE6XrUF64Z67E0wo20v4GTQ39&itok=ZjcXA3px,,79.0,44.0,Orthodox,"Sep 22, 1989"
ANDY ANDERSON,,,Male,21.0,9.0,0.0,False,58.0,65.0,135.0,"APR. 7, 1995",False,,,,0.0,0.0,1.0,,,,0.25,0.14,2.7,5.37,0.98,0.7,0.49,0.66,,,NO,,70.0,,Orthodox,"Jul 24, 1985"
LOWELL ANDERSON,,Middleweight Division,Male,6.0,3.0,0.0,False,,75.0,185.0,"SEP. 24, 1999",False,,,,0.0,0.0,0.0,,,,0.52,0.2,3.0,6.53,1.0,0.0,0.31,0.5,,,NO,,75.0,,Orthodox,"Jan 13, 1995"
MEGAN ANDERSON,,Women's Featherweight Division,Female,21.0,9.0,0.0,False,33.0,72.0,144.5,"JUN. 9, 2018",False,31.0,10.0,10.0,6.0,2.0,3.0,35.0,15.0,1.0,0.46,0.25,2.7,5.37,0.98,0.7,0.49,0.66,0.52,289.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-03/68788%252Fprofile-galery%252Ffullbodyleft-picture%252FANDERSON_MEGAN_L_03-06.png?itok=xHtxrVFj,MMA,72.0,43.0,Orthodox,"Jul 24, 1985"
TATSUYA ANDO,,Bantamweight Division,Male,14.0,4.0,1.0,False,,64.0,145.0,"DEC. 20, 2024",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.93,4.93,0.0,0.0,0.5,0.0,,0.0,NO,,68.0,,Southpaw,"Apr 26, 1990"
VISCARDI ANDRADE,,Welterweight Division,Male,19.0,7.0,0.0,False,39.0,72.0,200.0,"AUG. 4, 2013",False,104.0,27.0,21.0,5.0,8.0,6.0,94.0,37.0,21.0,0.42,0.5,3.26,2.77,1.93,0.8,0.63,0.67,0.64,699.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/fbb2d8f4-78ea-4f3c-8d1c-9a7f9a5c4ff1%252Fviscardi-andrade_309084_LeftFullBodyImage.png?itok=BhEvUhZM,,75.0,40.0,Orthodox,"May 14, 1974"
ALEX ANDRADE,,Middleweight Division,Male,10.0,5.0,0.0,False,49.0,71.0,200.0,"JUN. 9, 2000",False,,,,0.0,0.0,0.0,,,,0.36,0.0,0.2,2.6,0.0,0.8,0.53,0.25,,,NO,,,,Orthodox,"May 14, 1974"
JÉSSICA ANDRADE,"""BATE ESTACA""",Women's Flyweight Division,Female,26.0,13.0,0.0,True,33.0,71.0,200.0,"JUL. 27, 2013",False,1227.0,305.0,198.0,10.0,8.0,8.0,1089.0,385.0,256.0,0.5,0.55,6.44,5.51,2.23,0.8,0.55,0.72,0.39,576.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ANDRADE_JESSICA_L_09-07.png?itok=UOZgOimn,MUAY THAI,62.0,35.0,Orthodox,"May 14, 1974"
JERMAINE ANDRE,,Middleweight Division,Male,17.0,9.0,0.0,False,,68.0,145.0,"MAR. 10, 2000",False,,,,0.0,4.0,0.0,,,,0.4,0.75,4.28,4.87,0.36,0.1,0.51,0.72,,,NO,,75.0,,Southpaw,"Jan 21, 1988"
JUAN ANDRES LUNA,,Flyweight Division,Male,12.0,1.0,0.0,True,27.0,67.0,126.0,"DEC. 20, 2024",False,49.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,7.0,0.32,0.0,3.27,3.0,0.0,0.0,0.66,0.0,0.0,900.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-07/LUNA_JUAN_ANDRES_R_CS.png?itok=inmlsX_i,,72.0,39.0,Orthodox,"Aug 20, 1995"
DYLAN ANDREWS,"""THE VILLAIN""",Middleweight Division,Male,18.0,7.0,0.0,False,43.0,73.0,185.0,"APR. 14, 2013",False,45.0,19.0,18.0,12.0,3.0,3.0,48.0,19.0,15.0,0.5,0.5,2.21,2.72,2.83,0.4,0.47,0.57,1.21,445.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/fd3953b6-6bd3-4aec-aca2-4955bc363963%252FDylan-Andrews_307105_LeftFullBodyImage.png?itok=KDxENtPP,,74.0,,Switch,"Nov 15, 1979"
REESE ANDY,"""RIPTIDE""",Light Heavyweight Division,Male,7.0,3.0,0.0,False,50.0,72.0,206.0,"JUL. 19, 2008",False,,,,0.0,0.0,0.0,,,,0.5,0.2,2.87,3.5,0.67,0.0,0.58,0.4,,,NO,,,,Orthodox,"Mar 31, 1973"
JULIUS ANGLICKAS,,Light Heavyweight Division,Male,5.0,1.0,0.0,True,31.0,75.0,206.0,"DEC. 20, 2024",False,15.0,38.0,9.0,0.0,0.0,1.0,25.0,21.0,16.0,0.78,0.5,4.62,1.86,4.47,1.12,0.51,0.6,0.0,805.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/98a6c137-20ac-4ffc-81cd-06432d83d610%252FANGLICKAS_JULIAS_L.png?itok=jWJwDGQJ,,75.0,46.0,Orthodox,"Jul 23, 1991"
COLLIN ANGLIN,,Featherweight Division,Male,8.0,3.0,0.0,False,30.0,69.0,146.0,"JUL. 31, 2021",False,97.0,17.0,7.0,5.0,3.0,0.0,92.0,19.0,10.0,0.49,0.67,4.59,5.54,2.28,0.0,0.51,1.0,0.0,527.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/71642%252Fprofile-galery%252Ffullbodyleft-picture%252FANGLIN_COLLIN_L_07-31.png?itok=ng2gLiP_,,71.0,38.0,Orthodox,"Feb 20, 1993"
CHAD ANHELIGER,"""THE MONSTER""",Bantamweight Division,Male,13.0,8.0,0.0,True,37.0,66.0,135.0,"FEB. 19, 2022",False,197.0,38.0,40.0,7.0,3.0,3.0,189.0,41.0,45.0,0.46,0.31,3.11,2.76,0.68,0.51,0.54,0.38,0.51,884.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/ANHELIGER_CHAD_L_11-02.png?itok=3bOdgVPP,FREESTYLE,64.5,37.0,Orthodox,"Dec 01, 1986"
YOJI ANJO,"""MR. 200%""",Middleweight Division,Male,0.0,5.0,1.0,False,56.0,71.0,205.0,"APR. 14, 2000",False,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.13,0.0,0.0,0.25,0.0,,,NO,,,,Orthodox,"Mar 28, 1967"
MAGOMED ANKALAEV,,Light Heavyweight Division,Male,20.0,1.0,1.0,True,32.0,75.0,205.0,"MAR. 17, 2018",False,411.0,54.0,127.0,11.0,9.0,0.0,347.0,156.0,89.0,0.53,0.31,3.64,2.37,0.92,0.0,0.59,0.87,0.65,697.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-10/2/ANKALAEV_MAGOMED_L_10-26.png?itok=J9RN-0Fc,MMA,75.0,46.0,Orthodox,"Jun 02, 1992"
NINA NUNES,,Women's Flyweight Division,Female,11.0,7.0,0.0,False,37.0,65.0,125.5,"NOV. 9, 2014",False,464.0,48.0,30.0,4.0,4.0,2.0,306.0,94.0,142.0,0.45,0.33,4.39,3.47,0.24,0.5,0.56,0.74,0.0,823.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-07/5d2baa3d-591b-4d49-b2fa-49a46db97993%252FNUNES_NINA_L_07-09.png?itok=eSrhW0zO,STRIKER,64.0,39.0,Orthodox,"Dec 03, 1985"
GADZHIMURAD ANTIGULOV,,Light Heavyweight Division,Male,20.0,8.0,0.0,False,36.0,71.0,206.0,"NOV. 20, 2016",False,16.0,12.0,15.0,4.0,1.0,15.0,28.0,10.0,5.0,0.55,0.37,2.08,4.21,5.08,1.45,0.4,0.0,0.0,207.0,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-10/67993%252Fprofile-galery%252Ffullbodyleft-picture%252FANTIGULOV_GADZHIMURAD_L_10-17.png?itok=srTD4_DK,,70.5,40.0,Orthodox,"Feb 09, 1987"
