combattant_1,combattant_2,resultat,methode
Amanda Ribas,Luana Pinheiro,0,KO/TKO
Uros Medic,Myktybek Orolbai,1,SUB
Joanderson Brito,Jonathan Pearce,0,SUB
Chad Anheliger,Jose Johnson,1,SUB
Christian Leroy Duncan,Denis Tiuliulin,0,KO/TKO
Caio Machado,Mick Parkin,1,DEC
Jeka Saragih,Lucas Alexander,0,KO/TKO
Lucie Pudilova,Ailin Perez,1,DEC
Trey Ogden,Nikolas Motta,0,Overturned
Charles Johnson,Rafael Estevam,1,DEC
Alex Pereira,Jiri Prochazka,0,KO/TKO
Sergei Pavlovich,Tom Aspinall,1,KO/TKO
Jessica Andrade,Mackenzie Dern,0,KO/TKO
Matt Frevola,Benoit Saint Denis,1,KO/TKO
Diego Lopes,Pat Sabatini,0,KO/TKO
Alessandro Costa,Steve Erceg,1,DEC
Loopy Godinez,Tabatha Ricci,0,DEC
Roosevelt Roberts,Mateusz Rebecki,1,SUB
Nazim Sadykhov,Viacheslav Borshchev,0,M-DEC
Mark Madsen,Jared Gordon,1,KO/TKO
John Castaneda,Kyung Ho Kang,0,DEC
Kevin Borjas,Joshua Van,1,DEC
Jamall Emmers,Dennis Buzukja,0,KO/TKO
Jailton Almeida,Derrick Lewis,0,DEC
Gabriel Bonfim,Nicolas Dalby,1,KO/TKO
Rodrigo Nascimento,Don'Tale Mayes,0,DEC
Abus Magomedov,Caio Borralho,1,DEC
Elves Brener,Kaynan Kruschewsky,0,KO/TKO
Elizeu Zaleski dos Santos,Rinat Fakhretdinov,1,M-DEC
Vitor Petrino,Modestas Bukauskas,0,KO/TKO
Denise Gomes,Angela Hill,1,DEC
Eduarda Moura,Montserrat Conejo Ruiz,0,KO/TKO
Kaue Fernandes,Marc Diakiese,1,DEC
Islam Makhachev,Alexander Volkanovski,0,KO/TKO
Kamaru Usman,Khamzat Chimaev,1,M-DEC
Magomed Ankalaev,Johnny Walker,0,CNC
Warlley Alves,Ikram Aliskerov,1,KO/TKO
Said Nurmagomedov,Muin Gafurov,0,SUB
Tim Elliott,Muhammad Mokaev,1,SUB
Trevor Peek,Mohammad Yahya,0,DEC
Victor Henry,Javid Basharat,1,CNC
Sedriques Dumas,Abu Azaitar,0,DEC
Anshul Jubli,Mike Breeden,1,KO/TKO
Muhammad Naimov,Nathaniel Wood,0,DEC
Jinh Yu Frey,Viktoriia Dudakova,1,DEC
Shara Magomedov,Bruno Silva,0,DEC
Edson Barboza,Sodiq Yusuff,0,DEC
Jennifer Maia,Viviane Araujo,1,DEC
Jonathan Martinez,Adrian Yanez,0,KO/TKO
Andre Petroski,Michel Pereira,1,KO/TKO
Christian Rodriguez,Cameron Saaiman,0,DEC
TJ Brown,Darren Elkins,1,SUB
Tainara Lisboa,Ravena Oliveira,0,DEC
Brendon Marotte,Terrance McKinney,1,KO/TKO
Melissa Mullins,Irina Alekseeva,0,DEC
Alatengheili,Chris Gutierrez,1,DEC
Emily Ducote,Ashley Yoder,0,DEC
King Green,Grant Dawson,0,KO/TKO
Abdul Razak Alhassan,Joe Pyfer,1,SUB
Joaquin Buckley,Alex Morono,0,DEC
Ricky Glenn,Drew Dober,1,KO/TKO
Bill Algeo,Alexander Hernandez,0,DEC
Diana Belbita,Karolina Kowalkiewicz,1,DEC
Nate Maness,Mateus Mendonca,0,KO/TKO
Kanako Murata,Vanessa Demopoulos,1,DEC
Aoriqileng,Johnny Munoz,0,DEC
Montana De La Rosa,JJ Aldrich,1,DEC
Mateusz Gamrot,Rafael Fiziev,0,KO/TKO
Dan Ige,Bryce Mitchell,1,DEC
Marina Rodriguez,Michelle Waterson-Gomez,0,KO/TKO
AJ Fletcher,Bryan Battle,1,SUB
Charles Jourdain,Ricardo Ramos,0,SUB
Miles Johns,Dan Argueta,1,Overturned
Tim Means,Andre Fialho,0,KO/TKO
Jacob Malkoun,Cody Brundage,1,DQ
Mohammed Usman,Jake Collier,0,DEC
Hannah Goldy,Mizuki,1,DEC
Montserrat Rendon,Tamires Vidal,0,DEC
Alexa Grasso,Valentina Shevchenko,0,DEC
Kevin Holland,Jack Della Maddalena,1,DEC
Raul Rosas Jr.,Terrence Mitchell,0,KO/TKO
Christos Giagos,Daniel Zellhuber,1,SUB
Kyle Nelson,Fernando Padilla,0,DEC
Elise Reed,Loopy Godinez,1,SUB
Roman Kopylov,Josh Fremd,0,KO/TKO
Daniel Lacerda,Edgar Chairez,1,Overturned
Tracy Cortez,Jasmine Jasudavicius,0,DEC
Alex Reyes,Charlie Campbell,1,KO/TKO
Josefine Knutsson,Marnic Mann,0,DEC
Sean Strickland,Israel Adesanya,0,DEC
Tai Tuivasa,Alexander Volkov,1,SUB
Manel Kape,Felipe dos Santos,0,DEC
Austen Lane,Justin Tafa,1,KO/TKO
Tyson Pedro,Anton Turkalj,0,KO/TKO
Da Woon Jung,Carlos Ulberg,1,SUB
Chepe Mariscal,Jack Jenkins,0,KO/TKO
John Makdessi,Jamie Mullarkey,1,DEC
Nasrat Haqparast,Landon Quinones,0,DEC
Blood Diamond,Charles Radtke,1,DEC
Gabriel Miranda,Shane Young,0,SUB
Kiefer Crosbie,Kevin Jousset,1,SUB
Ciryl Gane,Serghei Spivac,0,KO/TKO
Rose Namajunas,Manon Fiorot,1,DEC
Benoit Saint Denis,Thiago Moises,0,KO/TKO
Bogdan Guskov,Volkan Oezdemir,1,SUB
William Gomis,Yanis Ghemmouri,0,KO/TKO
Manolo Zecchini,Morgan Charriere,1,KO/TKO
Taylor Lapilus,Caolan Loughran,0,DEC
Rhys McKee,Ange Loosa,1,DEC
Nora Cornolle,Joselyne Edwards,0,DEC
Kleydson Rodrigues,Farid Basharat,1,SUB
Jacqueline Cavalcanti,Zarah Fairn,0,DEC
Max Holloway,Chan Sung Jung,0,KO/TKO
Ryan Spann,Anthony Smith,1,DEC
Giga Chikadze,Alex Caceres,0,DEC
Fernie Garcia,Rinya Nakamura,1,DEC
Erin Blanchfield,Taila Santos,0,DEC
Parker Porter,Junior Tafa,1,KO/TKO
Waldo Cortes-Acosta,Lukasz Brzeski,0,KO/TKO
Toshiomi Kazama,Garrett Armfield,1,KO/TKO
Michal Oleksiejczuk,Chidi Njokuani,0,KO/TKO
Rolando Bedoya,Song Kenan,1,DEC
Billy Ray Goff,Yusaku Kinoshita,0,KO/TKO
Liang Na,JJ Aldrich,1,KO/TKO
SeungWoo Choi,Jarno Errens,0,DEC
Sean O'Malley,Aljamain Sterling,0,KO/TKO
Amanda Lemos,Zhang Weili,1,DEC
Ian Machado Garry,Neil Magny,0,DEC
Da'Mon Blackshear,Mario Bautista,1,DEC
Marlon Vera,Pedro Munhoz,0,DEC
Chris Weidman,Brad Tavares,1,DEC
Gregory Rodrigues,Denis Tiuliulin,0,KO/TKO
Austin Hubbard,Kurt Holobaugh,1,SUB
Brad Katona,Cody Gibson,0,DEC
Gerald Meerschaert,Andre Petroski,1,DEC
Natalia Silva,Andrea Lee,0,DEC
Maryna Moroz,Karine Silva,1,SUB
Vicente Luque,Rafael Dos Anjos,0,DEC
Hakeem Dawodu,Cub Swanson,1,DEC
Khalil Rountree Jr.,Chris Daukaus,0,KO/TKO
Polyana Viana,Iasmin Lucindo,1,SUB
AJ Dobson,Tafon Nchukwi,0,DEC
Jamie Pickett,Josh Fremd,1,DEC
Marcus McGhee,JP Buys,0,KO/TKO
Mike Breeden,Terrance McKinney,1,KO/TKO
Isaac Dulgarian,Francis Marshall,0,KO/TKO
Josh Parisian,Martin Buday,1,SUB
Jaqueline Amorim,Montserrat Conejo Ruiz,0,KO/TKO
Jose Johnson,Da'Mon Blackshear,1,SUB
Luana Santos,Juliana Miller,0,KO/TKO
Cory Sandhagen,Rob Font,0,DEC
Jessica Andrade,Tatiana Suarez,1,SUB
Dustin Jacoby,Kennedy Nzechukwu,0,KO/TKO
Gavin Tucker,Diego Lopes,1,SUB
Tanner Boser,Aleksa Camur,0,DEC
Ignacio Bahamondes,Ludovit Klein,1,DEC
Kyler Phillips,Raoni Barcelos,0,DEC
Jeremiah Wells,Carlston Harris,1,SUB
Billy Quarantillo,Damon Jackson,0,DEC
Jake Hadley,Cody Durden,1,DEC
Sean Woodson,Dennis Buzukja,0,DEC
Ode Osbourne,Asu Almabayev,1,SUB
Justin Gaethje,Dustin Poirier,0,KO/TKO
Jan Blachowicz,Alex Pereira,1,DEC
Derrick Lewis,Marcos Rogerio de Lima,0,KO/TKO
Tony Ferguson,King Green,1,SUB
Kevin Holland,Michael Chiesa,0,SUB
Trevin Giles,Gabriel Bonfim,1,SUB
CJ Vergara,Vinicius Salvador,0,DEC
Claudio Ribeiro,Roman Kopylov,1,KO/TKO
Jake Matthews,Darrius Flowers,0,SUB
Matthew Semelsberger,Uros Medic,1,KO/TKO
Miranda Maverick,Priscila Cachoeira,0,SUB
Tom Aspinall,Marcin Tybura,0,KO/TKO
Molly McCann,Julija Stoliarenko,1,SUB
Nathaniel Wood,Andre Fili,0,DEC
Andre Muniz,Paul Craig,1,KO/TKO
Fares Ziam,Jai Herbert,0,DEC
Josh Culibao,Lerone Murphy,1,DEC
Daniel Marcos,Davey Grant,0,DEC
Danny Roberts,Jonny Parsons,1,KO/TKO
Joel Alvarez,Marc Diakiese,0,SUB
Jamal Pogues,Mick Parkin,1,DEC
Makhmud Muradov,Bryan Barberena,0,DEC
Pannie Kianzad,Ketlen Vieira,1,DEC
Chris Duncan,Yanal Ashmouz,0,DEC
Shauna Bannon,Bruna Brasil,1,DEC
Jafel Filho,Daniel Barez,0,SUB
Holly Holm,Mayra Bueno Silva,0,Overturned
Bassil Hafez,Jack Della Maddalena,1,DEC
Francisco Prado,Ottman Azaitar,0,KO/TKO
Albert Duraev,JunYong Park,1,SUB
Norma Dumont,Chelsea Chandler,0,DEC
Terrance McKinney,Nazim Sadykhov,1,SUB
Melsik Baghdasaryan,Tucker Lutz,0,DEC
Istela Nunes,Viktoriia Dudakova,1,KO/TKO
Melquizael Costa,Austin Lingo,0,DEC
Genaro Valdez,Evan Elder,1,DEC
Azat Maksum,Tyson Nam,0,DEC
Carl Deaton,Alexander Munoz,1,DEC
Ailin Perez,Ashlee Evans-Smith,0,DEC
Alexander Volkanovski,Yair Rodriguez,0,KO/TKO
Brandon Moreno,Alexandre Pantoja,1,DEC
Dricus Du Plessis,Robert Whittaker,0,KO/TKO
Jalin Turner,Dan Hooker,1,DEC
Bo Nickal,Val Woodburn,0,KO/TKO
Niko Price,Robbie Lawler,1,KO/TKO
Tatsuro Taira,Edgar Chairez,0,DEC
Yazmin Jauregui,Denise Gomes,1,KO/TKO
Alonzo Menifield,Jimmy Crute,0,SUB
Marcin Prachnio,Vitor Petrino,1,SUB
Cameron Saaiman,Terrence Mitchell,0,KO/TKO
Shannon Ross,Jesus Aguilar,1,KO/TKO
Esteban Ribovics,Kamuela Kirk,0,DEC
Sean Strickland,Abus Magomedov,0,KO/TKO
Damir Ismagulov,Grant Dawson,1,DEC
Michael Morales,Max Griffin,0,DEC
Melissa Gatto,Ariane da Silva,1,DEC
Benoit Saint Denis,Ismael Bonfim,0,SUB
Brunno Ferreira,Nursulton Ruziboev,1,KO/TKO
Rinat Fakhretdinov,Kevin Lee,0,SUB
Westin Wilson,Joanderson Brito,1,KO/TKO
Karol Rosa,Yana Santos,0,DEC
Guram Kutateladze,Elves Brener,1,KO/TKO
Luana Carolina,Ivana Petrovic,0,DEC
Blagoy Ivanov,Alexandr Romanov,1,DEC
Ilia Topuria,Josh Emmett,0,DEC
Amanda Ribas,Maycee Barber,1,KO/TKO
Austen Lane,Justin Tafa,0,CNC
Gabriel Santos,David Onama,1,KO/TKO
Brendan Allen,Bruno Silva,0,SUB
Phil Rowe,Neil Magny,1,DEC
Randy Brown,Wellington Turman,0,DEC
Loik Radzhabov,Mateusz Rebecki,1,KO/TKO
Tabatha Ricci,Gillian Robertson,0,DEC
Zhalgas Zhumagulov,Joshua Van,1,DEC
Chepe Mariscal,Trevor Peek,0,DEC
Jamall Emmers,Jack Jenkins,1,DEC
Sedriques Dumas,Cody Brundage,0,DEC
Jared Cannonier,Marvin Vettori,0,DEC
Joaquim Silva,Arman Tsarukyan,1,KO/TKO
Armen Petrosyan,Christian Leroy Duncan,0,DEC
Lucas Almeida,Pat Sabatini,1,SUB
Manuel Torres,Nikolas Motta,0,KO/TKO
Muslim Salikhov,Nicolas Dalby,1,DEC
Alessandro Costa,Jimmy Flick,0,KO/TKO
Cristian Quinonez,Kyung Ho Kang,1,SUB
Carlos Hernandez,Denys Bondar,0,DEC
Gabriella Fernandes,Tereza Bleda,1,DEC
Dan Argueta,Ronnie Lawrence,0,Overturned
Zac Pauga,Modestas Bukauskas,1,DEC
Amanda Nunes,Irene Aldana,0,DEC
Beneil Dariush,Charles Oliveira,1,KO/TKO
Mike Malott,Adam Fugitt,0,SUB
Nate Landwehr,Dan Ige,1,DEC
Marc-Andre Barriault,Eryk Anders,0,DEC
Chris Curtis,Nassourdine Imavov,1,CNC
Jasmine Jasudavicius,Miranda Maverick,0,DEC
Aoriqileng,Aiemann Zahabi,1,KO/TKO
Kyle Nelson,Blake Bilder,0,DEC
David Dvorak,Steve Erceg,1,DEC
Diana Belbita,Maria Oliveira,0,DEC
Amir Albazi,Kai Kara-France,0,DEC
Daniel Pineda,Alex Caceres,1,DEC
Jim Miller,Jesse Butler,0,KO/TKO
Victor Altamirano,Tim Elliott,1,DEC
Karine Silva,Ketlen Souza,0,SUB
Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,1,DEC
Daniel Santos,Johnny Munoz,0,DEC
Andrei Arlovski,Don'Tale Mayes,1,KO/TKO
John Castaneda,Muin Gafurov,0,DEC
Jamie Mullarkey,Muhammad Naimov,1,KO/TKO
Elise Reed,Jinh Yu Frey,0,DEC
Luan Lacerda,Da'Mon Blackshear,1,KO/TKO
Philipe Lins,Maxim Grishin,0,DEC
Mackenzie Dern,Angela Hill,0,DEC
Edmen Shahbazyan,Anthony Hernandez,1,KO/TKO
Loopy Godinez,Emily Ducote,0,DEC
Andre Fialho,Joaquin Buckley,1,KO/TKO
Diego Ferreira,Michael Johnson,0,KO/TKO
Maheshate,Viacheslav Borshchev,1,KO/TKO
Karolina Kowalkiewicz,Vanessa Demopoulos,0,DEC
Orion Cosce,Gilbert Urbina,1,KO/TKO
Rodrigo Nascimento,Ilir Latifi,0,DEC
Nick Fiore,Chase Hooper,1,DEC
Natalia Silva,Victoria Leonardo,0,KO/TKO
Takashi Sato,Themba Gorimbo,1,DEC
Jailton Almeida,Jairzinho Rozenstruik,0,SUB
Anthony Smith,Johnny Walker,1,DEC
Ian Machado Garry,Daniel Rodriguez,0,KO/TKO
Ihor Potieria,Carlos Ulberg,1,KO/TKO
Alex Morono,Tim Means,0,SUB
Court McGee,Matt Brown,1,KO/TKO
Karl Williams,Chase Sherman,0,DEC
Cody Stamann,Douglas Silva de Andrade,1,DEC
Mandy Bohm,Ji Yeon Kim,0,DEC
Gabe Green,Bryan Battle,1,KO/TKO
Tainara Lisboa,Jessica-Rose Clark,0,SUB
Aljamain Sterling,Henry Cejudo,0,DEC
Gilbert Burns,Belal Muhammad,1,DEC
Yan Xiaonan,Jessica Andrade,0,KO/TKO
Diego Lopes,Movsar Evloev,1,DEC
Charles Jourdain,Kron Gracie,0,DEC
Drew Dober,Matt Frevola,1,KO/TKO
Kennedy Nzechukwu,Devin Clark,0,SUB
Rolando Bedoya,Khaos Williams,1,DEC
Virna Jandiroba,Marina Rodriguez,0,DEC
Braxton Smith,Parker Porter,1,KO/TKO
Ikram Aliskerov,Phil Hawes,0,KO/TKO
Joseph Holmes,Claudio Ribeiro,1,KO/TKO
Song Yadong,Ricky Simon,0,KO/TKO
Michal Oleksiejczuk,Caio Borralho,1,SUB
Rodolfo Vieira,Cody Brundage,0,SUB
Julian Erosa,Fernando Padilla,1,KO/TKO
Marcos Rogerio de Lima,Waldo Cortes-Acosta,0,DEC
Josh Quinlan,Trey Waters,1,DEC
Martin Buday,Jake Collier,0,DEC
Charles Johnson,Cody Durden,1,DEC
Irina Alekseeva,Stephanie Egger,0,SUB
Journey Newson,Marcus McGhee,1,SUB
Jamey-Lyn Horth,Hailey Cowan,0,DEC
Sergei Pavlovich,Curtis Blaydes,0,KO/TKO
Brad Tavares,Bruno Silva,1,KO/TKO
King Green,Jared Gordon,0,CNC
Brogan Walker,Iasmin Lucindo,1,DEC
Jeremiah Wells,Matthew Semelsberger,0,DEC
Ricky Glenn,Christos Giagos,1,KO/TKO
Montel Jackson,Rani Yahya,0,KO/TKO
Karol Rosa,Norma Dumont,1,DEC
Mohammed Usman,Junior Tafa,0,DEC
Francis Marshall,William Gomis,1,DEC
Brady Hiestand,Batgerel Danaa,0,KO/TKO
Max Holloway,Arnold Allen,0,DEC
Billy Quarantillo,Edson Barboza,1,KO/TKO
Azamat Murzakanov,Dustin Jacoby,0,DEC
Tanner Boser,Ion Cutelaba,1,KO/TKO
Pedro Munhoz,Chris Gutierrez,0,DEC
Clay Guida,Rafa Garcia,1,DEC
Bill Algeo,TJ Brown,0,SUB
Matheus Nicolau,Brandon Royval,1,KO/TKO
Zak Cummings,Ed Herman,0,KO/TKO
Piera Rodriguez,Gillian Robertson,1,SUB
Daniel Zellhuber,Lando Vannata,0,DEC
Bruna Brasil,Denise Gomes,1,KO/TKO
Gaston Bolanos,Aaron Phillips,0,DEC
Lucie Pudilova,Joselyne Edwards,1,DEC
Israel Adesanya,Alex Pereira,0,KO/TKO
Jorge Masvidal,Gilbert Burns,1,DEC
Rob Font,Adrian Yanez,0,KO/TKO
Santiago Ponzinibbio,Kevin Holland,1,KO/TKO
Christian Rodriguez,Raul Rosas Jr.,0,DEC
Chris Curtis,Kelvin Gastelum,1,DEC
Luana Pinheiro,Michelle Waterson-Gomez,0,DEC
Gerald Meerschaert,Joe Pyfer,1,KO/TKO
Loopy Godinez,Cynthia Calvillo,0,DEC
Trey Ogden,Ignacio Bahamondes,1,DEC
Steve Garcia,Shayilan Nuerdanbieke,0,KO/TKO
Jaqueline Amorim,Sam Hughes,1,DEC
Cory Sandhagen,Marlon Vera,0,DEC
Yana Santos,Holly Holm,1,DEC
Nate Landwehr,Austin Lingo,0,SUB
Andrea Lee,Maycee Barber,1,DEC
Albert Duraev,Chidi Njokuani,0,DEC
Tucker Lutz,Daniel Pineda,1,SUB
Lucas Alexander,Steven Peterson,0,DEC
Preston Parsons,Trevin Giles,1,DEC
CJ Vergara,Daniel Lacerda,0,KO/TKO
Vinicius Salvador,Victor Altamirano,1,DEC
Leon Edwards,Kamaru Usman,0,M-DEC
Rafael Fiziev,Justin Gaethje,1,M-DEC
Gunnar Nelson,Bryan Barberena,0,SUB
Casey O'Neill,Jennifer Maia,1,DEC
Marvin Vettori,Roman Dolidze,0,DEC
Makwan Amirkhani,Jack Shore,1,SUB
Chris Duncan,Omar Morales,0,DEC
Sam Patterson,Yanal Ashmouz,1,KO/TKO
Muhammad Mokaev,Jafel Filho,0,SUB
Gabriel Santos,Lerone Murphy,1,DEC
Christian Leroy Duncan,Dusko Todorovic,0,KO/TKO
Malcolm Gordon,Jake Hadley,1,KO/TKO
Joanne Wood,Luana Carolina,0,DEC
Ludovit Klein,Jai Herbert,1,M-DEC
Veronica Hardy,Juliana Miller,0,DEC
Merab Dvalishvili,Petr Yan,0,DEC
Alexandr Romanov,Alexander Volkov,1,KO/TKO
Nikita Krylov,Ryan Spann,0,SUB
Said Nurmagomedov,Jonathan Martinez,1,DEC
Mario Bautista,Guido Cannetti,0,SUB
Anton Turkalj,Vitor Petrino,1,DEC
Karl Williams,Lukasz Brzeski,0,DEC
Raphael Assuncao,Davey Grant,1,SUB
Josh Fremd,Sedriques Dumas,0,SUB
Tony Gravely,Victor Henry,1,DEC
Ariane da Silva,JJ Aldrich,0,DEC
Tyson Nam,Bruno Silva,1,SUB
Carlston Harris,Jared Gooden,0,DEC
Jon Jones,Ciryl Gane,0,SUB
Valentina Shevchenko,Alexa Grasso,1,SUB
Shavkat Rakhmonov,Geoff Neal,0,SUB
Jalin Turner,Mateusz Gamrot,1,DEC
Bo Nickal,Jamie Pickett,0,SUB
Trevin Jones,Cody Garbrandt,1,DEC
Dricus Du Plessis,Derek Brunson,0,KO/TKO
Viviane Araujo,Amanda Ribas,1,DEC
Marc-Andre Barriault,Julian Marquez,0,KO/TKO
Song Kenan,Ian Machado Garry,1,KO/TKO
Cameron Saaiman,Mana Martinez,0,M-DEC
Jessica Penne,Tabatha Ricci,1,SUB
Farid Basharat,Da'Mon Blackshear,0,DEC
Esteban Ribovics,Loik Radzhabov,1,DEC
Brendan Allen,Andre Muniz,0,SUB
Don'Tale Mayes,Augusto Sakai,1,DEC
Tatiana Suarez,Montana De La Rosa,0,SUB
Yohan Lainesse,Mike Malott,1,SUB
Trevor Peek,Erick Gonzalez,0,KO/TKO
Gabriella Fernandes,Jasmine Jasudavicius,1,DEC
Jordan Leavitt,Victor Martinez,0,KO/TKO
Charles Johnson,Ode Osbourne,1,DEC
Joe Solecki,Carl Deaton,0,SUB
Rafael Alves,Nurullo Aliev,1,M-DEC
Erin Blanchfield,Jessica Andrade,0,SUB
Jordan Wright,Zac Pauga,1,DEC
Jamal Pogues,Josh Parisian,0,DEC
William Knight,Marcin Prachnio,1,DEC
Alexander Hernandez,Jim Miller,0,DEC
Evan Elder,Nazim Sadykhov,1,KO/TKO
Mayra Bueno Silva,Lina Lansberg,0,SUB
Khusein Askhabov,Jamall Emmers,1,DEC
Philipe Lins,Ovince Saint Preux,0,KO/TKO
Themba Gorimbo,AJ Fletcher,1,SUB
Clayton Carpenter,Juancamilo Ronderos,0,SUB
Islam Makhachev,Alexander Volkanovski,0,DEC
Josh Emmett,Yair Rodriguez,1,SUB
Jack Della Maddalena,Randy Brown,0,SUB
Parker Porter,Justin Tafa,1,KO/TKO
Jimmy Crute,Alonzo Menifield,0,M-DEC
Tyson Pedro,Modestas Bukauskas,1,DEC
Josh Culibao,Melsik Baghdasaryan,0,SUB
Shannon Ross,Kleydson Rodrigues,1,KO/TKO
Jamie Mullarkey,Francisco Prado,0,DEC
Don Shainis,Jack Jenkins,1,DEC
Loma Lookboonmee,Elise Reed,0,SUB
Shane Young,Blake Bilder,1,DEC
Elves Brener,Zubaira Tukhugov,0,DEC
Serghei Spivac,Derrick Lewis,0,SUB
Da Woon Jung,Devin Clark,1,DEC
Marcin Tybura,Blagoy Ivanov,0,DEC
Kyle Nelson,Dooho Choi,1,M-DEC
Adam Fugitt,Yusaku Kinoshita,0,KO/TKO
Jeka Saragih,Anshul Jubli,1,KO/TKO
JeongYeong Lee,Yizha,0,DEC
Toshiomi Kazama,Rinya Nakamura,1,KO/TKO
HyunSung Park,SeungGuk Choi,0,SUB
Denis Tiuliulin,JunYong Park,1,SUB
Tatsuro Taira,Jesus Aguilar,0,SUB
Jamahal Hill,Glover Teixeira,0,DEC
Deiveson Figueiredo,Brandon Moreno,1,KO/TKO
Gilbert Burns,Neil Magny,0,SUB
Lauren Murphy,Jessica Andrade,1,DEC
Johnny Walker,Paul Craig,0,KO/TKO
Mauricio Rua,Ihor Potieria,1,KO/TKO
Brunno Ferreira,Gregory Rodrigues,0,KO/TKO
Melquizael Costa,Thiago Moises,1,SUB
Gabriel Bonfim,Mounir Lazzez,0,SUB
Shamil Abdurakhimov,Jailton Almeida,1,KO/TKO
Cody Stamann,Luan Lacerda,0,DEC
Terrance McKinney,Ismael Bonfim,1,KO/TKO
Nicolas Dalby,Warlley Alves,0,DEC
Zarah Fairn,Josiane Nunes,1,DEC
Daniel Marcos,Saimon Oliveira,0,KO/TKO
Sean Strickland,Nassourdine Imavov,0,DEC
Damon Jackson,Dan Ige,1,KO/TKO
Roman Kopylov,Punahele Soriano,0,KO/TKO
Ketlen Vieira,Raquel Pennington,1,DEC
Umar Nurmagomedov,Raoni Barcelos,0,KO/TKO
Mateus Mendonca,Javid Basharat,1,DEC
Abdul Razak Alhassan,Claudio Ribeiro,0,KO/TKO
Nick Fiore,Mateusz Rebecki,1,DEC
Allan Nascimento,Carlos Hernandez,0,SUB
Nick Aguirre,Dan Argueta,1,DEC
Charles Johnson,Jimmy Flick,0,KO/TKO
Jared Cannonier,Sean Strickland,0,DEC
Damir Ismagulov,Arman Tsarukyan,1,DEC
Amir Albazi,Alessandro Costa,0,KO/TKO
Julian Erosa,Alex Caceres,1,KO/TKO
Drew Dober,King Green,0,KO/TKO
Cody Brundage,Michal Oleksiejczuk,1,KO/TKO
Cory McKenna,Cheyanne Vlismas,0,DEC
Jake Matthews,Matthew Semelsberger,1,DEC
Said Nurmagomedov,Saidyokub Kakhramonov,0,SUB
Maheshate,Rafa Garcia,1,DEC
Rinat Fakhretdinov,Bryan Battle,0,DEC
David Dvorak,Manel Kape,1,DEC
Sergey Morozov,Journey Newson,0,DEC
Jan Blachowicz,Magomed Ankalaev,0,DEC
Jared Gordon,Paddy Pimblett,1,DEC
Santiago Ponzinibbio,Alex Morono,0,KO/TKO
Darren Till,Dricus Du Plessis,1,SUB
Ilia Topuria,Bryce Mitchell,0,SUB
Jay Perrin,Raul Rosas Jr.,1,SUB
Jairzinho Rozenstruik,Chris Daukaus,0,KO/TKO
Dalcha Lungiambula,Edmen Shahbazyan,1,KO/TKO
Chris Curtis,Joaquin Buckley,0,KO/TKO
Alexander Hernandez,Billy Quarantillo,1,KO/TKO
TJ Brown,Erik Silva,0,SUB
Steven Koslow,Cameron Saaiman,1,KO/TKO
Stephen Thompson,Kevin Holland,0,KO/TKO
Bryan Barberena,Rafael Dos Anjos,1,SUB
Matheus Nicolau,Matt Schnell,0,KO/TKO
Tai Tuivasa,Sergei Pavlovich,1,KO/TKO
Roman Dolidze,Jack Hermansson,0,KO/TKO
Kyle Daukaus,Eryk Anders,1,KO/TKO
Phil Rowe,Niko Price,0,KO/TKO
Emily Ducote,Angela Hill,1,DEC
Clay Guida,Scott Holtzman,0,DEC
Marc Diakiese,Michael Johnson,1,DEC
Jonathan Pearce,Darren Elkins,0,DEC
Genaro Valdez,Natan Levy,1,DEC
Francis Marshall,Marcelo Rojo,0,KO/TKO
Istela Nunes,Yazmin Jauregui,1,KO/TKO
Kennedy Nzechukwu,Ion Cutelaba,0,KO/TKO
Chase Sherman,Waldo Cortes-Acosta,1,DEC
Muslim Salikhov,Andre Fialho,0,KO/TKO
Danny Roberts,Jack Della Maddalena,1,KO/TKO
Charles Johnson,Zhalgas Zhumagulov,0,DEC
Maryna Moroz,Jennifer Maia,1,DEC
Miles Johns,Vince Morales,0,DEC
Kevin Natividad,Ricky Turcios,1,DEC
Vanessa Demopoulos,Maria Oliveira,0,DEC
Fernie Garcia,Brady Hiestand,1,DEC
Natalia Silva,Tereza Bleda,0,KO/TKO
Alex Pereira,Israel Adesanya,0,KO/TKO
Carla Esparza,Zhang Weili,1,SUB
Dustin Poirier,Michael Chandler,0,SUB
Frankie Edgar,Chris Gutierrez,1,KO/TKO
Dan Hooker,Claudio Puelles,0,KO/TKO
Brad Riddell,Renato Moicano,1,SUB
Ryan Spann,Dominick Reyes,0,KO/TKO
Molly McCann,Erin Blanchfield,1,SUB
Andre Petroski,Wellington Turman,0,DEC
Ottman Azaitar,Matt Frevola,1,KO/TKO
Karolina Kowalkiewicz,Silvana Gomez Juarez,0,DEC
SeungWoo Choi,Michael Trizano,1,KO/TKO
Montel Jackson,Julio Arce,0,DEC
Nicolae Negumereanu,Carlos Ulberg,1,KO/TKO
Amanda Lemos,Marina Rodriguez,0,KO/TKO
Daniel Rodriguez,Neil Magny,1,SUB
Shayilan Nuerdanbieke,Darrick Minner,0,KO/TKO
Nate Maness,Tagir Ulanbekov,1,SUB
Grant Dawson,Mark Madsen,0,SUB
Shanna Young,Miranda Maverick,1,DEC
Mario Bautista,Benito Lopez,0,SUB
